username, created_at, lng, lat, text
DijonJourney, Fri Apr 24 01:20:03 +0000 2020, -85.722346, 38.195555, I HAVE to go to this Chargers vs Bengals game in cincy now. 
tjowens, Fri Apr 24 01:20:04 +0000 2020, -76.955799, 38.960842, Zoom in on 21 thousand images of web archives 
toneyscottjr, Fri Apr 24 01:20:04 +0000 2020, -83.173867, 32.678207, @JohnThornton @allforgod_55 @RocNationSports Congratulations!!  You got it right. 
RyaninCleveland, Fri Apr 24 01:20:04 +0000 2020, -80.926628, 33.631140, @cantfindmike He can go.. 
Welcom2Cindylnd, Fri Apr 24 01:20:04 +0000 2020, -95.940918, 41.140107, @Lucd48Www IKR https://t.co/tqQc5bvecj 
SethN12, Fri Apr 24 01:20:04 +0000 2020, -82.929418, 42.376424, The fact that they had to issue this warning because, MAGA... 
Mello_10_hooks, Fri Apr 24 01:20:04 +0000 2020, -86.611411, 34.706027, If your friends act like this they might need to invest in a job or something to keep them busy 
__carolinie, Fri Apr 24 01:20:04 +0000 2020, -71.326858, 42.636248, @jaimenetones que houveeeee 
cskydesign, Fri Apr 24 01:20:04 +0000 2020, -122.818486, 49.111519, @AndTimos Have a Great Night &amp; https://t.co/thhqFvUI4v 
RalsSpacely, Fri Apr 24 01:20:04 +0000 2020, -71.436670, 41.698940, Sound like someone need to tip you over and pour you out 
danielbarajas08, Fri Apr 24 01:20:04 +0000 2020, -118.223763, 34.085294, Lmk https://t.co/x3YlMftcix 
GrooovyB, Fri Apr 24 01:20:04 +0000 2020, -117.421380, 34.548619, Man if Simmons drops to the Raiders I don’t see how they pass on him 
sauctin_flexas, Fri Apr 24 01:20:04 +0000 2020, -97.754724, 30.323346, This one hits 
SpeakeasyJames, Fri Apr 24 01:20:04 +0000 2020, -78.822218, 43.830985, STAND FOR FREEDOM OF SPEECHSTAND WITH DEREK SLOAN https://t.co/UXiWaIqdiQ 
AYOTHEGAWD, Fri Apr 24 01:20:04 +0000 2020, -97.935192, 29.895606, Twitter is pretty much just “darksin women or stfu” 
sullyvol, Fri Apr 24 01:20:04 +0000 2020, -118.377313, 33.854669, @MattJWittenberg Worthless rookie card. Might as well pick a Ryan Leaf card while you are at it. Bust. (Praying this works) 
GrtStJefferson, Fri Apr 24 01:20:04 +0000 2020, -121.548581, 39.122291, @AnneAnd59185576 Well if 3 don't make you all sick nothing will 😂😂😂 
erik_lageson, Fri Apr 24 01:20:04 +0000 2020, -93.202438, 44.746673, @BarstoolBigCat @BolmKLAUS 
JasonBarnucz, Fri Apr 24 01:20:04 +0000 2020, -80.353798, 42.661813, @gennassys @DarrylSmart1 @Apple Thanks. Feature for feature the SE looks similar to a 7 but lots of other updates.… https://t.co/k63e8Wkehl 
KaysDestiny, Fri Apr 24 01:20:04 +0000 2020, -79.857363, 36.090397, love to see it 
Aequitassancti, Fri Apr 24 01:20:04 +0000 2020, -81.725504, 41.024360, @Browns Make it good 
blazed1inferno, Fri Apr 24 01:20:04 +0000 2020, -73.948775, 40.655138, Fuck a virus 😷 u still getting these hands on the train.Who says black on black crime is a myth?#subway#news… https://t.co/gDfOsJPcAY 
Dennie302, Fri Apr 24 01:20:04 +0000 2020, -75.386460, 39.145024, @LavidaBrokaaa we out? 
oprLonte, Fri Apr 24 01:20:04 +0000 2020, -83.574671, 41.656590, My dumb ass thought this was a steak until I opened it 
MsMarchHare, Fri Apr 24 01:20:04 +0000 2020, -84.539813, 39.137038, DIE SPACESHIP!  #QuarantineWatchParty #gotgvol2 
MaroonMary, Fri Apr 24 01:20:04 +0000 2020, -88.821688, 33.456504, @dawgsmack I think you need to show us your progress. So proud for you. 
Shayach, Fri Apr 24 01:20:04 +0000 2020, -122.258957, 38.009625, America's Food Fund https://t.co/yAyHJRz4Hp 
joeproz00, Fri Apr 24 01:20:04 +0000 2020, -71.462185, 42.259455, Anytime you can pick a player to “spy” a Qb you play in 2 of your 16 games you gotta do it right? And aren’t positi… https://t.co/30S9zVeIEE 
LightningMan__, Fri Apr 24 01:20:05 +0000 2020, -80.926628, 33.631140, @FuctupMike Me......for the Navy 
920rodeo, Fri Apr 24 01:20:05 +0000 2020, -89.569491, 44.900818, @BigEWDUZ @ffnerd Agree 
ChristaGrace, Fri Apr 24 01:20:05 +0000 2020, -81.705467, 41.495940, @Urmakinmesick They're not showing enough of the at home shots 
AdamTillmon, Fri Apr 24 01:20:05 +0000 2020, -95.326899, 29.547885, @ziggzagg22_ https://t.co/rQGK5NAwue 
DandC, Fri Apr 24 01:20:05 +0000 2020, -92.458622, 43.999890, 3 things to know about Carolina Panthers No. 7 overall pick Derrick Brown https://t.co/tjePfmr2GM #ROC 
Magga_DN, Fri Apr 24 01:20:05 +0000 2020, -82.669467, 40.365160, @JollyMollyRoger ✔️ Followed 
GotchuBeat, Fri Apr 24 01:20:05 +0000 2020, -73.968542, 40.780709, NOOOOO 
abbayouf, Fri Apr 24 01:20:05 +0000 2020, -75.800141, 45.248791, @QueenaTouma امين يا رب، رمضان كريم وكل عام وانتم بصحة وسلامة 
nba_jorgee, Fri Apr 24 01:20:05 +0000 2020, -118.125196, 34.583629, @iRiichh we need you in the NFL ! 
cdsloan78, Fri Apr 24 01:20:05 +0000 2020, -82.239422, 34.938684, #Truth 
Rebecca072986, Fri Apr 24 01:20:05 +0000 2020, -117.353075, 34.462842, First time trying and it's so yummy 😋 #nektarjuicebar https://t.co/C25whk71Z6 
ahammTNT, Fri Apr 24 01:20:05 +0000 2020, -122.455344, 47.242960, Olathe cribs&gt;&gt; 
coachfarmer71, Fri Apr 24 01:20:05 +0000 2020, -81.956283, 35.058970, @donchambers821 And we have our first joke of the night!!🗣😁😁 
dav1on, Fri Apr 24 01:20:05 +0000 2020, -87.732013, 41.833585, @_debran Ohh nvm💀 I thought you was talking about the NFL DRAFT. 
ayeitsbreezy4, Fri Apr 24 01:20:05 +0000 2020, -82.808041, 39.838171, I can’t wait for someone to love me as much as I love them... 
SRayfield28, Fri Apr 24 01:20:05 +0000 2020, -80.067105, 37.288445, @MamaHorker https://t.co/Cgtu2C1ApI 
mtbridge, Fri Apr 24 01:20:05 +0000 2020, -122.306264, 38.297072, I need a new blonde hair dresser in Napa 🙃🙃 
mmmmmmsarah, Fri Apr 24 01:20:05 +0000 2020, -78.459890, 35.647526, i bet the arena was a BITCH to clean after this lol 
freakincaro, Fri Apr 24 01:20:05 +0000 2020, -118.411907, 34.020789, ITS SO HOT I HATE IT 
GodOfMoogles, Fri Apr 24 01:20:05 +0000 2020, -93.361321, 46.441861, @sarahpodz Whats your color of choice?I'm big on a mix of blue and pink. Delish 
darkskintrudeau, Fri Apr 24 01:20:05 +0000 2020, -75.625038, 45.482744, Reminder: Growing up in the capital of Canada has blessed me with my friend group being 80% Muslim &amp; I love all of… https://t.co/BeHR58JMy5 
honeykbee, Fri Apr 24 01:20:05 +0000 2020, -77.163103, 39.087055, Well at least it's Taco Tuesday #taCoVID :( 
Hotwielzz, Fri Apr 24 01:20:05 +0000 2020, -111.917026, 40.765805, NFC is starting to look like it's going to be the dominant conference 
DandC, Fri Apr 24 01:20:05 +0000 2020, -92.458622, 43.999890, 3 things to know about Arizona Cardinals No. 8 overall pick Isaiah Simmons https://t.co/2PCc0ILdxo #ROC 
strpyw, Fri Apr 24 01:20:05 +0000 2020, -121.951373, 37.235695, https://t.co/3DigcLFgfM 
malvotacy, Fri Apr 24 01:20:05 +0000 2020, -73.968542, 40.780709, GENTE ??? 
DALLYHiGHROLLER, Fri Apr 24 01:20:05 +0000 2020, -83.804475, 27.698682, @KyleBroughton4 Very very early or maybe right before the draft but they did. I have yet to see them go to Michael… https://t.co/hIJPzalKgo 
pb_harry, Fri Apr 24 01:20:05 +0000 2020, -84.340338, 34.041212, @newromecliff That’s not how this works 
dianahrtz, Fri Apr 24 01:20:05 +0000 2020, -93.955918, 29.901544, @sanbenito  🖤 https://t.co/rMA4W9dyrR 
finsup1313, Fri Apr 24 01:20:05 +0000 2020, -89.876449, 32.571032, @JoeDaShowLegend who??? https://t.co/WnE3ilIk71 
UKfaninOH, Fri Apr 24 01:20:05 +0000 2020, -81.896499, 40.982338, May not watch past Cleveland 
kevingamin, Fri Apr 24 01:20:05 +0000 2020, -81.840904, 41.152510, #Truth 
jfair9, Fri Apr 24 01:20:05 +0000 2020, -90.158017, 32.230987, Beauty is deeper than the appearance. 
Simply_Azaria, Fri Apr 24 01:20:05 +0000 2020, -95.446486, 29.838495, Facts ‼️‼️ mfs be sleeping on they momma  couch driving a 2020 jaguar 🥴🥴🥴 
bclem9, Fri Apr 24 01:20:05 +0000 2020, -71.222892, 42.023682, @barstoolsports He was covering his mouth so no one could read his lips 
JuarezFamily, Fri Apr 24 01:20:05 +0000 2020, -95.118550, 29.793678, Ohio police bust an Amish barn party packed with 100 people for violating the state's stay-at-home orderhttps://t.co/WDn6Z8bmJY 
mikealexbolling, Fri Apr 24 01:20:06 +0000 2020, -87.732013, 41.833585, @MEG_atron13 Go girl!!! 🔥🔥🔥 
_Waffle_Bandit_, Fri Apr 24 01:20:06 +0000 2020, -112.012265, 33.058496, @LAZERPUNKMUSIC @486DX33MHz This remix is FIREhttps://t.co/96KgNpbw7P 
kevinamerica_, Fri Apr 24 01:20:06 +0000 2020, -73.860857, 40.944568, @obj Fall back for once. 
JClem19, Fri Apr 24 01:20:06 +0000 2020, -79.420865, 38.003376, Why did we not go with a receiver?!? 
jennifernazha, Fri Apr 24 01:20:06 +0000 2020, -111.858398, 33.639340, Kliff Kingsbury wins the best house and interior decor categories #Flexing #NFLDraft  #NFLDraft2020 
_beenykole_, Fri Apr 24 01:20:06 +0000 2020, -89.922029, 35.133521, @laydee_stah That’s trash. Now in his defense because I’m an optimist, 😭😂 maybe he’s a bad texter. Like me, I HATE… https://t.co/D4FqnJW7X2 
yeahvictoriaaa_, Fri Apr 24 01:20:06 +0000 2020, -118.411907, 34.020789, @jonasfanfrom09 I am: not okay 
__StevieD, Fri Apr 24 01:20:06 +0000 2020, -83.804475, 27.698682, Simmons gone @FSUFootball fans say it wit me https://t.co/TkDtvayRLa 
kpetuniaa, Fri Apr 24 01:20:06 +0000 2020, -83.173867, 32.678207, @saytaaaay Lmaoooooo girllllll if Youn change em rn ☠️☠️☠️ they still a lil tender or sumn? They still hurt? 
madammim8a, Fri Apr 24 01:20:06 +0000 2020, -100.270474, 25.736715, @geelix https://t.co/rp0QKmqvQs 
TroubleDVJ, Fri Apr 24 01:20:06 +0000 2020, -83.173867, 32.678207, Back On 1st Shift, Eating Clean, Dumbbell #Workouts, #DDPY Bed Flex for only Over a Week, But I Feel Better than I… https://t.co/Jba2E3XOvV 
tredhulse, Fri Apr 24 01:20:06 +0000 2020, -73.766756, 43.066929, Has Derrick Brown’s agent been quarantining with his family for 14 days? #NFLDraft 
cesarramirez_6, Fri Apr 24 01:20:06 +0000 2020, -102.344087, 31.873838, Catch me at the Cowboys Cardinals game 
_dyeboy, Fri Apr 24 01:20:06 +0000 2020, -80.125071, 25.929060, smh.. shit be so cut up. 
_GatorGal, Fri Apr 24 01:20:06 +0000 2020, -83.804475, 27.698682, @jab2375 That could mean many types of things lol 
quis__custodiet, Fri Apr 24 01:20:06 +0000 2020, -118.262270, 34.110730, 0120ZN223LA LAPD AIR SUPPORT DIVISIONN34.1107 W118.2623Altitude: 1275ftCourse: 157ºGroundspeed: 78kts https://t.co/AgoVz3Wt7r 
TerezaN, Fri Apr 24 01:20:06 +0000 2020, -75.770041, 42.746617, What’s been missing during Covid: FOMO. 
PapiSaysYes, Fri Apr 24 01:20:06 +0000 2020, -89.014027, 42.553041, me every single day trying to force myself to cook dinner 
1buckfanJoel, Fri Apr 24 01:20:06 +0000 2020, -78.688827, 33.824514, @Cantguardmike ....and add to it the number one (by far) 2021 recruiting class and it just gets better and better 
Carlybri1, Fri Apr 24 01:20:06 +0000 2020, -111.738566, 33.295215, @lvndrbeauty I don’t have cash app☹️ I have Zelle, cash app won’t accept my card😭 but you are a queen💜 
DEA_Careers, Fri Apr 24 01:20:06 +0000 2020, -111.891047, 40.760779, Want to work in #SaltLakeCity, UT? View our latest opening: https://t.co/7zxZuNmVVI #environmentalengineering 
JVMES4152, Fri Apr 24 01:20:06 +0000 2020, -122.435979, 37.770657, Who gone have to take this L and go to the Jags lmao 
OGPotRoast, Fri Apr 24 01:20:06 +0000 2020, -77.014398, 38.898603, Hydrocodone on the hands free phone  the 84 Brougham on them blades 20 in chrome 
anapatriciia__, Fri Apr 24 01:20:06 +0000 2020, -121.300425, 37.980826, STOCKTON IS OPENING A BOOT BARN OMG YES 😍😍 
mcjunkind, Fri Apr 24 01:20:06 +0000 2020, -119.319526, 36.319486, @TedyBruschi Troy Polamalu impact 
carlomty, Fri Apr 24 01:20:06 +0000 2020, -103.657843, 25.471381, Siento que hay cosas mas importantes que escuchar de @HLGatell  en vez de sueños sin concretar de Conacyt... lo que… https://t.co/QkQh8j5Hi8 
chadmask_msu, Fri Apr 24 01:20:06 +0000 2020, -88.717602, 34.122259, There hasn’t been any sports to watch in what seems like 6 years and the draft is still absolutely terrible television 
LowellCouncilor, Fri Apr 24 01:20:06 +0000 2020, -71.317786, 42.641320, I want to wish my homie, my brother Donnie Dempsey good surgery tomorrow! WHAT'S so Awesome? This picture was tak… https://t.co/j3St2j4Mr1 
Terishelbie, Fri Apr 24 01:20:06 +0000 2020, -96.891739, 33.079014, @marklevinshow No they are Fake News since Berlin Wall came down under President Reagan 
azpoboyx4, Fri Apr 24 01:20:06 +0000 2020, -102.104627, 31.994300, @PewChristopher Jordan Love 
WxSophia, Fri Apr 24 01:20:06 +0000 2020, -86.760091, 33.385555, beautiful pink and blue sky across alabama tonight ☁️ #alwx https://t.co/AmIpxEVc7l 
svintrivas, Fri Apr 24 01:20:06 +0000 2020, -97.813645, 30.505958, Already watched it 3 times! Outer Banks out NOW! 
SCUJobs, Fri Apr 24 01:20:06 +0000 2020, -121.955236, 37.354108, We're hiring! Click to apply: Quarterly Adjunct Lecturer in Communication department-Public Relations (pool) -… https://t.co/JCLsSDvXLs 
tmainnniac, Fri Apr 24 01:20:06 +0000 2020, -76.620482, 39.284713, @its_yuey https://t.co/TdRYwlOkiZ 
coach_LDMC, Fri Apr 24 01:20:06 +0000 2020, -97.285913, 32.779967, Positionless player!!!  I will take 11 of those please!!!  #iplaydefense 
Michele_LV, Fri Apr 24 01:20:07 +0000 2020, -80.846785, 35.209059, @VeedPerez https://t.co/4ezoi3nnzH 
Ryan_Garner_, Fri Apr 24 01:20:07 +0000 2020, -77.479582, 39.086942, @kumquatkid_ sǝ⅄ 
FoxHoundKnight, Fri Apr 24 01:20:07 +0000 2020, -117.603783, 34.045158, Jags really about to ruin the day huh as usual per draft 
chrisalecanada, Fri Apr 24 01:20:07 +0000 2020, -124.807192, 49.243086, Not “somehow”, it’s cause and effect. 
hargitayisbae, Fri Apr 24 01:20:07 +0000 2020, -95.904630, 33.245480, @dvnco my sxsters are on my neck 🥵 they want a restock of the sweatshirts 😂 
kaylaskye5678, Fri Apr 24 01:20:07 +0000 2020, -83.804475, 27.698682, @lexilynnlopez Hahahahah idk 
CabreraLeiza, Fri Apr 24 01:20:07 +0000 2020, -118.356491, 33.887789, It breaks my heart that my own bestfriend got her story hidden from me 💔 
papachi29, Fri Apr 24 01:20:07 +0000 2020, -79.420865, 38.003376, Leeesssss Gooooo are you kidding me ??? @IsiahThomas gimme dat jersey now! @ClemsonFB @AZCardinals 
swissxcheese, Fri Apr 24 01:20:07 +0000 2020, -73.207838, 41.259947, @FKATWIGSTAN She’s my queen tho😂 
Zach_Stratton29, Fri Apr 24 01:20:07 +0000 2020, -89.922029, 35.133521, CJ Henderson to the Jaguars at 9#NFLDraft 
heydusti, Fri Apr 24 01:20:07 +0000 2020, -122.923516, 47.064528, @sat_is_alright Great news! I have delivered five fistfuls of hair today. 😩 
lifecoachKim, Fri Apr 24 01:20:07 +0000 2020, -79.171042, 34.809861, Great perspective with @malindalowery as usual! 
Starbuck_, Fri Apr 24 01:20:07 +0000 2020, -80.149173, 26.150368, I really like Isaiah Simmons for the cardinals defense! 
DoobieMaine, Fri Apr 24 01:20:07 +0000 2020, -74.102854, 41.468079, @Durk517 No cap remember where I just was the gave me some to take home 
GovGoneWild, Fri Apr 24 01:20:07 +0000 2020, -82.534354, 28.483847, Breathe @steveschale...breathe... 
cbellini1, Fri Apr 24 01:20:07 +0000 2020, -71.515665, 41.828673, @RepAdamSchiff There will be people who will try this!!! God help us all🙏 
MissKnox, Fri Apr 24 01:20:07 +0000 2020, -75.117998, 40.004866, @mikeinglish My SAME reaction https://t.co/noM7Vb5DQa 
babyfaceRODNEY, Fri Apr 24 01:20:07 +0000 2020, -90.674209, 40.459534, @KingCreamz yeah we know you gotta get the last word 😂😂😂😂😂 
NahushMokadam, Fri Apr 24 01:20:07 +0000 2020, -83.073184, 40.026596, #leader #leadership we have it here #InThisTogetherOhio 
CaptainRusso1, Fri Apr 24 01:20:08 +0000 2020, -80.172410, 32.999979, Can we get a live look at TD? I’m trying to see what he’s doing to be ‘aggressive’ in this draft. Falcons needed to get Simmons 😤 
ginaTXSBOE1, Fri Apr 24 01:20:08 +0000 2020, -100.076888, 31.168893, @colemanhd89 @pastors4txkids It’s not realistic to keep demanding that tax payers fund two public school systems. 
expiredomar, Fri Apr 24 01:20:08 +0000 2020, -75.800141, 45.248791, @Peter_e73 Thanks bud 
skoczan75, Fri Apr 24 01:20:08 +0000 2020, -81.368584, 41.716330, @HGWJR216 Hell no 🤣🤣🤣 
_chxse_, Fri Apr 24 01:20:08 +0000 2020, -83.173867, 32.678207, The new honey badger 
Youcravecoco1, Fri Apr 24 01:20:07 +0000 2020, -83.173867, 32.678207, Inbox for a 10$ videos https://t.co/PDjrrxHMUy 
Mike_Bizzle, Fri Apr 24 01:20:08 +0000 2020, -83.173867, 32.678207, He handled that with dignity 
jbmjam1, Fri Apr 24 01:20:08 +0000 2020, -80.926628, 33.631140, @realDonaldTrump @JimJusticeWV The hell with the walland the second amendment how about worrying about the Corona v… https://t.co/kYYZsQBfdZ 
thebrigittemoya, Fri Apr 24 01:20:08 +0000 2020, -118.411907, 34.020789, @nyghtphyre Hahaaa! Simply say the word! It would be quite an honor to think I might bring a hint of pink to a pair… https://t.co/gQTWnLz9z3 
PattiBruinsma, Fri Apr 24 01:20:08 +0000 2020, -86.270540, 45.001180, @DavidHarns what is Kayla’s story? 
Hutton1946, Fri Apr 24 01:20:08 +0000 2020, -81.996898, 28.922832, @JWillSES He’s special—love his leadership. 
gracielectric, Fri Apr 24 01:20:08 +0000 2020, -96.291649, 30.585471, Ellen... I understand your points to an extent... But did you know that some rape/harassment/assault victims are *p… https://t.co/JyqkznXymS 
anacristina_ng, Fri Apr 24 01:20:08 +0000 2020, -100.366033, 25.650287, Pelados 25+ jugando fútbol en un parque cerca de mi casa, neta? Bola de pendejos, los deberían hacer firmar que si… https://t.co/zG2d08shPB 
brandon_orgeron, Fri Apr 24 01:20:08 +0000 2020, -92.342322, 34.721886, Yay 
MatthewRuebush, Fri Apr 24 01:20:08 +0000 2020, -83.601802, 42.245713, @OhioStateFB most first rounders ever!!!! https://t.co/99gSrAQtDE 
AndyDonovan64, Fri Apr 24 01:20:08 +0000 2020, -79.272570, 43.629311, @potentialultd As it should be my friend 
MA77HEWW, Fri Apr 24 01:20:08 +0000 2020, -83.897894, 33.835145, My role model 
CarlsJuddster, Fri Apr 24 01:20:08 +0000 2020, -79.323506, 36.034221, @chaniya___ @gwsjuIi Forreal, we are NOT making it 😂 
JayceCornell, Fri Apr 24 01:20:08 +0000 2020, -96.761753, 32.819858, @RabidTicat @LostLeanore @DoorDash Because the drivers are working by the hour. It isnt the drivers job to deal wit… https://t.co/6ptgNBNdQe 
MarlinLagesse18, Fri Apr 24 01:20:08 +0000 2020, -82.672903, 27.795720, CJ PLEASE 
elliott_soberr, Fri Apr 24 01:20:08 +0000 2020, -115.223125, 36.232915, @trvisXX that newnew🔥🥵 https://t.co/citHmFlUNo 
bpinkmani, Fri Apr 24 01:20:08 +0000 2020, -73.723025, 45.557830, I got 6'5 (195.58 cm)! https://t.co/1PlGXuf0el period 
FKNTORO, Fri Apr 24 01:20:08 +0000 2020, -80.926628, 33.631140, Mmh! WELCOME BROWN TO PANTHER NATION!!!! https://t.co/6GdimVCnWc 
PennyNickels_, Fri Apr 24 01:20:08 +0000 2020, -104.922093, 39.713563, @larkinraynor @johnshute_ ☺️ thank you! Second guessed it but fuck it!! 
DJBABYCHASE, Fri Apr 24 01:20:08 +0000 2020, -76.507809, 37.090301, Wish I could go to Harpoons and drink and watch the draft with people ☹️ 
WiscoTimeFact, Fri Apr 24 01:20:08 +0000 2020, -89.569491, 44.900818, March madness has never looked like this. #NFLDraft 
andrebarrera, Fri Apr 24 01:20:08 +0000 2020, -118.411907, 34.020789, yoooo https://t.co/BTy2OLVmZY 
jewelzz__, Fri Apr 24 01:20:08 +0000 2020, -87.732013, 41.833585, i wanna learn so bad, i wish i did when i had the opportunity 
MES_WJCC, Fri Apr 24 01:20:08 +0000 2020, -79.420865, 38.003376, Mrs. Harris (4th grade) spends “special” time with each of her daughters everyday after teaching online.… https://t.co/MLuAsTtgpz 
msvanessaives, Fri Apr 24 01:20:08 +0000 2020, -81.220009, 28.904590, Ya le conseguí el regalo a mi mejor amiga y ya quiero que le llegue!!! 
BalloquiGreg, Fri Apr 24 01:20:08 +0000 2020, -81.901860, 26.538733, @AmyKremer @martinb26855953 Today, I sent and email to @seanhannity with a suggestion like this one. A national r… https://t.co/bnYb26ZaSO 
sbsunkins, Fri Apr 24 01:20:09 +0000 2020, -77.588893, 37.599557, Ya’ll know I had to retweet this greatness!  My babies are everything.  So glad my JaSam army got me straight &amp; tol… https://t.co/WTLA1GUksp 
CJ_Clarke1, Fri Apr 24 01:20:09 +0000 2020, -83.804475, 27.698682, Let’s try this again 😂Join my zoom meeting for the draft! https://t.co/t5fh9NLwb7 
QUIPZONE7, Fri Apr 24 01:20:09 +0000 2020, -116.238001, 43.598033, @KennyLester13 All scientist are part of the "new world religion" ( SCIENTISM)!! 
simadgandhi, Fri Apr 24 01:20:09 +0000 2020, -121.673815, 39.152440, @Pacific_Benerd @Pacific_Benerd thank you for the support all these years! 
brandonljudd, Fri Apr 24 01:20:09 +0000 2020, -111.671789, 40.248646, @n8_harker @ryanwmcdonald So stoked. I was afraid Carolina was gonna snag him. Can’t wait to pair him with Chandler Jones 
jacobmarzalik, Fri Apr 24 01:20:09 +0000 2020, -77.101999, 38.880845, https://t.co/TqiyQo13VcInteresting @drbufka 
ItsThatGirlKenz, Fri Apr 24 01:20:09 +0000 2020, -82.669467, 40.365160, I’m so excited for Langston to be here so I can spoil him like grace does me and Owen 🥰🥰 
creamy1973, Fri Apr 24 01:20:09 +0000 2020, -81.661524, 26.599808, @DharshiniDavid Geez was Obama really that bad?  People should really think about how good Donald really is. https://t.co/FvDJRWcwl9 
pstockwell_10, Fri Apr 24 01:20:09 +0000 2020, -93.588078, 45.312947, @isaiahsimmons25 may have become the most versatile defender just by entering the league. So excited to see this gu… https://t.co/rvFHcHBWtl 
Andy_P_Ault, Fri Apr 24 01:20:09 +0000 2020, -83.729972, 42.270839, @justincolacino I would joke that you should only inhale them, but worry someone would take me seriously... 
prince_ezell2, Fri Apr 24 01:20:09 +0000 2020, -83.173867, 32.678207, gas make me sneeze 🤧 
215tayyib, Fri Apr 24 01:20:09 +0000 2020, -75.117998, 40.004866, https://t.co/dGEOnUSlqO 
tajw__, Fri Apr 24 01:20:09 +0000 2020, -75.117998, 40.004866, @___kenyettaaa What is this😂😂 
luzdeneblh, Fri Apr 24 01:20:09 +0000 2020, -95.317040, 32.315662, Man, i love watching lights on 3 different halls 🙃🙃🙃 
jasonbradley627, Fri Apr 24 01:20:09 +0000 2020, -83.804475, 27.698682, You gotta relaxxx 
CreativeTweets, Fri Apr 24 01:20:09 +0000 2020, -75.800141, 45.248791, Ricki Lake is one of the judges. Seriously. 
nikereign, Fri Apr 24 01:20:09 +0000 2020, -120.471810, 37.316222, So my ex’s ex and I have become friends. She’s literally the sweetest and she just now sent me an essay of why she’… https://t.co/Bg9iTlfGhU 
chongjuhigh, Fri Apr 24 01:20:09 +0000 2020, -118.411907, 34.020789, 태극기물결국민평의회. 태극기물결연구소. 태극기혁명국민운동본부(국본). (5.18바로잡기에 애국단체들의 동참을 바랍니다. tapng97@hanmail.net) (광주5.18진상규명국민모임) 
ICUStat, Fri Apr 24 01:20:09 +0000 2020, -81.543717, 28.398744, @CarePlanMedia We cancelled over 20 contracts (that I’m aware of) overnight. Other employees resigned to go to NYC… https://t.co/k0LGJ63iPe 
_supersergio, Fri Apr 24 01:20:09 +0000 2020, -117.104989, 32.810012, That "Active 1min ago" hits hard when yhu sent a text 2HRS ago😒🤬 
nolimitreeko, Fri Apr 24 01:20:09 +0000 2020, -76.535528, 36.810017, you gotta play computer d sometimes 
coachbryanbegay, Fri Apr 24 01:20:09 +0000 2020, -110.254578, 36.720522, Tua to the Dolphins. 5th pick. Herbert. 6th pick to Chargers. 
yung_thiccums, Fri Apr 24 01:20:09 +0000 2020, -118.411907, 34.020789, @DingalingChaos It had such potential 
MLDBanks, Fri Apr 24 01:20:09 +0000 2020, -83.002085, 42.295065, I really want to watch the body cam angle now. 
mleblond1, Fri Apr 24 01:20:09 +0000 2020, -77.604684, 41.117936, Emergency ESAs would provide flexible support that parents can tailor to the educational needs of their families.… https://t.co/7I2wXJSrk6 
SGDNation, Fri Apr 24 01:20:10 +0000 2020, -119.306608, 37.269176, @Walker_J23 @Overnundergirl @krackwins @ATSstats @DBearmanESPN agreed , Let’s see if they can now pick up some rece… https://t.co/sKLwxKtalp 
Offtheportbow, Fri Apr 24 01:20:10 +0000 2020, -80.134986, 26.373976, Glad to see that even a virtual draft keeps up the tradition...of a commercial before the Jags pick… https://t.co/mNljOkYzOW 
BlonkHarris, Fri Apr 24 01:20:10 +0000 2020, -111.880874, 33.282450, Kick a man while he’s down huh Hodnett? 
d2mart, Fri Apr 24 01:20:10 +0000 2020, -95.367470, 40.752004, Missouri alum @dennisdoddcbs was the other reporter involved, FWIW. 
ToddJosko, Fri Apr 24 01:20:10 +0000 2020, -82.442694, 27.996595, @andytaylor6 Yeah well I want to be a defensive tackle so there you go 
smmain09, Fri Apr 24 01:20:10 +0000 2020, -81.367773, 28.501678, @silviaagarrido I thought your favorite number was 13 you know like @taylorswift13 
DrRoMo_, Fri Apr 24 01:20:10 +0000 2020, -89.876449, 32.571032, To make matters WORSE. I’ve called TWO DAYS in a row only to be passed around to rep after rep. NO SENSE of urgency… https://t.co/IBXOJ1N04q 
daddy_phantom_, Fri Apr 24 01:20:10 +0000 2020, -80.181835, 38.920142, @teenage_batmann LMAOO i’ll get the neck tats 
gregoryhall_, Fri Apr 24 01:20:10 +0000 2020, -79.026020, 35.919442, @TAshleyIC They’re not going to market anyone more than CMC 
Docnc2001, Fri Apr 24 01:20:10 +0000 2020, -79.861034, 35.170499, @TheSuccuBish @Usuck2meStill Not sure if you know how to peg but here's some reverse pegging tools https://t.co/V1Pb4fXzuv 
jd_gatlingjr, Fri Apr 24 01:20:10 +0000 2020, -77.236969, 38.805115, These young NFL draftees stay 💦 off in these young Becky's out here. Having a 👶🏾 before your athletic life as a pro is nuts. 
chfsfan02, Fri Apr 24 01:20:10 +0000 2020, -94.559281, 39.100048, Look at Kingsbury's crib#baller https://t.co/fer8p3UXVn 
Warrior_MuuMuu, Fri Apr 24 01:20:10 +0000 2020, -104.922093, 39.713563, @NFLDraft Man Trey Wingo is terrible at his job. 
judypit, Fri Apr 24 01:20:10 +0000 2020, -117.104989, 32.810012, @Irishman727 How long will it be before one of his followers will die from injecting Lysol into his veins? Ready, set, go! 
